UNITID,EFCSTATE,LINE,EFRES01,EFRES02 
157377,32,32,1,1.0
157377,33,33,1,0.0
157377,36,36,4,4.0
157377,37,37,1,1.0
157377,39,39,10,9.0
157377,42,42,3,3.0
157377,45,45,2,2.0
157377,47,47,11,11.0
157377,48,48,7,7.0
157377,51,51,2,2.0
157377,54,54,3,3.0
157377,58,999,219,212.0
157377,72,72,1,1.0
157377,89,999,1,1.0
157377,90,90,19,4.0
157377,99,99,239,217.0
157386,5,5,2,1.0
157386,6,6,3,2.0
157386,8,8,1,1.0
157386,9,9,1,1.0
157386,12,12,2,1.0
157386,13,13,6,5.0
157386,16,16,1,1.0
157386,17,17,4,4.0
157386,18,18,12,8.0
157386,21,21,576,415.0
157386,24,24,2,1.0
157386,26,26,4,4.0
157386,27,27,1,1.0
157386,29,29,1,1.0
157386,31,31,1,1.0
157386,33,33,1,1.0
157386,36,36,2,1.0
157386,39,39,103,95.0
157386,42,42,2,2.0
157386,45,45,1,1.0
157386,47,47,26,22.0
157386,48,48,4,3.0
157386,51,51,7,6.0
157386,54,54,6,6.0
157386,55,55,1,1.0
157386,58,999,576,415.0
157386,90,90,16,5.0
157386,99,99,576,415.0
157401,5,5,1,1.0
157401,5,5,1,1.0
157401,5,5,7,7.0
157401,8,8,1,0.0
157401,10,10,1,1.0
157401,12,12,6,6.0
157401,13,13,3,3.0
157401,17,17,141,140.0
157401,18,18,91,89.0
157401,19,19,1,1.0
157401,20,20,1,1.0
157401,21,21,576,415.0
157401,25,25,1,1.0
157401,26,26,2,2.0
157401,28,28,2,2.0
157401,29,29,80,78.0
157401,31,31,1,0.0
157401,34,34,1,1.0
157401,36,36,2,2.0
157401,37,37,1,1.0
157401,39,39,5,5.0
157401,42,42,4,3.0
157401,44,44,1,1.0
157401,45,45,2,2.0
157401,47,47,132,129.0
157401,48,48,4,3.0
157401,49,49,1,1.0
157401,51,51,2,2.0
157401,55,55,2,2.0
157401,58,999,576,415.0
157401,90,90,34,14.0
157401,99,99,576,415.0
157438,5,5,1,0.0
157438,18,18,1,1.0
157438,21,21,576,374.0
157438,26,26,1,0.0
157438,39,39,12,3.0
157438,58,999,576,378.0
157438,99,99,576,378.0
157447,5,5,3,2.0
157447,6,6,1,1.0
157447,9,9,3,3.0
157447,12,12,1,1.0
157447,13,13,4,4.0
157447,15,15,1,1.0
157447,17,17,6,6.0
157447,18,18,56,53.0
157447,19,19,1,0.0
157447,21,21,576,415.0
157447,24,24,1,1.0
157447,25,25,1,1.0
157447,26,26,4,3.0
157447,28,28,1,0.0
157447,29,29,3,3.0
157447,34,34,1,1.0
157447,36,36,1,1.0
157447,37,37,1,1.0
157447,39,39,327,291.0
157447,40,40,1,1.0
157447,42,42,1,1.0
157447,47,47,1,0.0
157447,48,48,1,1.0
157447,51,51,2,2.0
157447,54,54,2,2.0
157447,55,55,1,1.0
157447,58,999,576,415.0
157447,90,90,131,98.0
157447,99,99,576,415.0
157483,5,5,2,1.0
157483,17,17,37,31.0
157483,21,21,576,415.0
157483,28,28,2,0.0
157483,47,47,4,2.0
157483,58,999,576,415.0
157483,99,99,576,415.0
157535,5,5,4,4.0
157535,6,6,2,2.0
157535,12,12,6,6.0
157535,13,13,9,8.0
157535,18,18,1,1.0
157535,21,21,240,222.0
157535,22,22,1,1.0
157535,24,24,1,1.0
157535,26,26,1,0.0
157535,27,27,1,1.0
157535,32,32,1,1.0
157535,34,34,1,1.0
157535,37,37,3,3.0
157535,39,39,12,12.0
157535,45,45,2,2.0
157535,46,46,1,1.0
157535,47,47,5,5.0
157535,48,48,3,2.0
157535,49,49,1,1.0
157535,51,51,8,8.0
157535,53,53,3,3.0
157535,54,54,12,12.0
157535,58,999,318,297.0
157535,72,72,1,1.0
157535,89,999,1,1.0
157535,90,90,10,6.0
157535,99,99,329,304.0
157553,21,21,398,268.0
157553,39,39,2,2.0
157553,51,51,1,0.0
157553,54,54,1,1.0
157553,58,999,402,271.0
157553,99,99,402,271.0
157614,18,18,1,0.0
157614,21,21,39,15.0
157614,58,999,40,15.0
157614,99,99,40,15.0
157650,21,21,50,16.0
157650,58,999,50,16.0
157650,99,99,50,16.0
157669,18,18,1,0.0
157669,21,21,31,16.0
157669,58,999,32,16.0
157669,99,99,32,16.0
157678,18,18,2,1.0
157678,21,21,43,16.0
157678,39,39,1,0.0
157678,58,999,46,17.0
157678,99,99,46,17.0
157711,21,21,576,415.0
157711,25,25,1,0.0
157711,47,47,1,0.0
157711,58,999,576,415.0
157711,99,99,576,415.0
157739,21,21,349,211.0
157739,24,24,1,1.0
157739,45,45,1,0.0
157739,47,47,16,9.0
157739,51,51,5,4.0
157739,58,999,372,225.0
157739,99,99,372,225.0
157748,5,5,5,1.0
157748,5,5,2,2.0
157748,6,6,4,2.0
157748,9,9,1,0.0
157748,12,12,14,9.0
157748,13,13,7,2.0
157748,17,17,16,11.0
157748,18,18,11,8.0
157748,19,19,2,2.0
157748,20,20,5,1.0
157748,21,21,35,18.0
157748,22,22,1,1.0
157748,24,24,3,3.0
157748,25,25,1,0.0
157748,26,26,5,4.0
157748,27,27,4,2.0
157748,28,28,2,1.0
157748,29,29,2,1.0
157748,30,30,3,0.0
157748,31,31,1,0.0
157748,33,33,1,1.0
157748,36,36,1,0.0
157748,37,37,9,2.0
157748,39,39,9,5.0
157748,40,40,1,1.0
157748,42,42,4,2.0
157748,45,45,1,1.0
157748,47,47,17,10.0
157748,48,48,7,2.0
157748,51,51,3,2.0
157748,54,54,1,1.0
157748,55,55,2,1.0
157748,58,999,180,96.0
157748,90,90,5,0.0
157748,99,99,187,96.0
157757,5,5,1,1.0
157757,5,5,1,1.0
157757,6,6,3,3.0
157757,8,8,1,1.0
157757,12,12,4,4.0
157757,13,13,3,2.0
157757,18,18,19,18.0
157757,21,21,67,60.0
157757,24,24,1,1.0
157757,26,26,1,1.0
157757,34,34,1,0.0
157757,39,39,8,8.0
157757,45,45,1,1.0
157757,47,47,3,3.0
157757,48,48,4,4.0
157757,53,53,1,1.0
157757,55,55,1,1.0
157757,58,999,120,110.0
157757,99,99,132,110.0
157793,5,5,2,2.0
157793,6,6,2,2.0
157793,8,8,1,1.0
157793,13,13,3,1.0
157793,17,17,4,3.0
157793,18,18,14,4.0
157793,20,20,1,1.0
157793,21,21,256,39.0
157793,22,22,2,2.0
157793,25,25,4,4.0
157793,26,26,6,5.0
157793,28,28,1,1.0
157793,29,29,7,6.0
157793,32,32,1,1.0
157793,34,34,1,1.0
157793,36,36,2,2.0
157793,39,39,13,3.0
157793,40,40,3,3.0
157793,42,42,4,2.0
157793,44,44,1,1.0
157793,45,45,5,3.0
157793,47,47,15,5.0
157793,48,48,3,1.0
157793,51,51,2,2.0
157793,54,54,2,2.0
157793,58,999,355,97.0
157793,99,99,376,97.0
157809,5,5,2,2.0
157809,12,12,3,3.0
157809,16,16,1,1.0
157809,18,18,18,17.0
157809,21,21,197,189.0
157809,26,26,1,1.0
157809,37,37,1,1.0
157809,39,39,128,125.0
157809,42,42,1,1.0
157809,48,48,2,2.0
157809,58,999,354,342.0
157809,90,90,30,13.0
157809,99,99,384,355.0
157818,5,5,2,2.0
157818,6,6,4,4.0
157818,10,10,1,1.0
157818,12,12,4,4.0
157818,13,13,3,3.0
157818,16,16,1,1.0
157818,17,17,2,2.0
157818,18,18,8,8.0
157818,21,21,221,215.0
157818,24,24,1,1.0
157818,26,26,1,1.0
157818,39,39,10,10.0
157818,41,41,2,2.0
157818,42,42,1,1.0
157818,45,45,1,1.0
157818,47,47,6,6.0
157818,48,48,2,2.0
157818,51,51,3,3.0
157818,54,54,1,1.0
157818,55,55,1,1.0
157818,58,999,275,269.0
157818,90,90,3,1.0
157818,99,99,278,270.0
157863,5,5,7,6.0
157863,5,5,2,2.0
157863,6,6,1,1.0
157863,12,12,8,7.0
157863,13,13,4,3.0
157863,15,15,1,1.0
157863,17,17,2,2.0
157863,18,18,3,3.0
157863,21,21,117,102.0
157863,26,26,2,2.0
157863,32,32,1,1.0
157863,35,35,1,1.0
157863,36,36,1,1.0
157863,42,42,1,1.0
157863,45,45,4,4.0
157863,47,47,14,12.0
157863,48,48,1,1.0
157863,51,51,2,2.0
157863,54,54,1,0.0
157863,58,999,173,152.0
157863,72,72,1,1.0
157863,89,999,1,1.0
157863,90,90,27,17.0
157863,99,99,201,170.0
157951,5,5,5,5.0
157951,5,5,1,1.0
157951,6,6,4,4.0
157951,8,8,5,4.0
157951,12,12,11,10.0
157951,13,13,18,17.0
157951,17,17,104,102.0
157951,18,18,139,134.0
157951,19,19,1,1.0
157951,20,20,2,2.0
157951,21,21,576,415.0
157951,22,22,1,1.0
157951,23,23,1,1.0
157951,26,26,7,7.0
157951,27,27,1,1.0
157951,28,28,1,1.0
157951,29,29,10,10.0
157951,36,36,1,1.0
157951,37,37,4,4.0
157951,39,39,12,8.0
157951,40,40,4,3.0
157951,42,42,1,1.0
157951,44,44,1,1.0
157951,45,45,1,0.0
157951,47,47,444,413.0
157951,48,48,10,10.0
157951,51,51,9,7.0
157951,54,54,3,3.0
157951,55,55,4,4.0
157951,58,999,576,415.0
157951,90,90,10,6.0
157951,99,99,576,415.0
158088,22,22,216,121.0
158088,28,28,7,0.0
158088,49,49,1,0.0
158088,58,999,224,121.0
158088,99,99,224,121.0
158246,22,22,58,14.0
158246,58,999,58,14.0
158246,99,99,58,14.0
158431,5,5,6,4.0
158431,6,6,13,6.0
158431,9,9,1,0.0
158431,12,12,8,0.0
158431,13,13,2,0.0
158431,15,15,2,2.0
158431,17,17,2,1.0
158431,19,19,1,0.0
158431,21,21,1,0.0
158431,22,22,576,415.0
158431,24,24,1,0.0
158431,26,26,2,0.0
158431,28,28,3,1.0
158431,29,29,4,0.0
158431,32,32,1,1.0
158431,34,34,1,0.0
158431,37,37,1,1.0
158431,40,40,1,1.0
158431,41,41,1,0.0
158431,42,42,1,1.0
158431,47,47,1,1.0
158431,48,48,31,14.0
158431,49,49,1,1.0
158431,51,51,1,0.0
158431,53,53,1,1.0
158431,55,55,1,0.0
158431,57,57,2,2.0
158431,58,999,576,415.0
158431,90,90,5,1.0
158431,99,99,576,415.0
158477,8,8,2,2.0
158477,22,22,110,109.0
158477,26,26,1,1.0
158477,28,28,2,2.0
158477,29,29,1,0.0
158477,40,40,3,3.0
158477,48,48,54,54.0
158477,58,999,173,171.0
158477,99,99,173,171.0
158538,22,22,8,4.0
158538,58,999,8,4.0
158538,99,99,8,4.0
158617,22,22,12,2.0
158617,28,28,36,7.0
158617,32,32,352,71.0
158617,58,999,400,80.0
158617,99,99,400,80.0
158662,5,5,3,0.0
158662,5,5,1,0.0
158662,5,5,1,0.0
158662,5,5,1,0.0
158662,6,6,11,0.0
158662,8,8,4,0.0
158662,12,12,6,0.0
158662,13,13,4,0.0
158662,17,17,3,0.0
158662,18,18,6,1.0
158662,22,22,576,415.0
158662,24,24,2,0.0
158662,25,25,1,0.0
158662,28,28,22,1.0
158662,29,29,1,0.0
158662,34,34,1,0.0
158662,35,35,1,0.0
158662,36,36,6,0.0
158662,39,39,2,0.0
158662,40,40,2,0.0
158662,41,41,1,0.0
158662,42,42,3,1.0
158662,45,45,2,0.0
158662,48,48,14,1.0
158662,49,49,1,0.0
158662,55,55,1,0.0
158662,58,999,576,415.0
158662,99,99,576,415.0
158778,22,22,7,5.0
158778,58,999,7,5.0
158778,99,99,7,5.0
158787,22,22,14,10.0
158787,58,999,14,10.0
158787,99,99,14,10.0
158802,5,5,5,5.0
158802,5,5,1,0.0
158802,6,6,15,14.0
158802,8,8,2,1.0
158802,12,12,3,3.0
158802,13,13,7,7.0
158802,17,17,10,9.0
158802,18,18,1,0.0
158802,20,20,2,2.0
158802,22,22,191,176.0
158802,24,24,3,3.0
158802,25,25,1,1.0
158802,27,27,1,1.0
158802,28,28,11,11.0
158802,29,29,5,5.0
158802,32,32,3,3.0
158802,36,36,4,4.0
158802,39,39,1,1.0
158802,40,40,2,2.0
158802,42,42,3,3.0
158802,47,47,3,3.0
158802,48,48,52,51.0
158802,51,51,2,2.0
158802,55,55,2,2.0
158802,58,999,330,309.0
158802,90,90,4,3.0
158802,99,99,334,312.0
158884,13,13,1,0.0
158884,22,22,277,134.0
158884,24,24,1,0.0
158884,25,25,1,0.0
158884,28,28,1,0.0
158884,48,48,1,0.0
158884,58,999,282,134.0
158884,90,90,3,0.0
158884,99,99,285,134.0
159009,5,5,6,5.0
159009,5,5,4,3.0
159009,5,5,33,29.0
159009,6,6,40,29.0
159009,8,8,9,8.0
159009,11,11,1,1.0
159009,12,12,14,10.0
159009,13,13,21,11.0
159009,17,17,19,16.0
159009,18,18,3,3.0
159009,20,20,1,0.0
159009,22,22,515,415.0
159009,24,24,1,1.0
159009,26,26,6,5.0
159009,28,28,9,9.0
159009,29,29,6,5.0
159009,31,31,3,3.0
159009,32,32,7,5.0
159009,36,36,3,2.0
159009,37,37,1,1.0
159009,39,39,8,8.0
159009,40,40,5,3.0
159009,42,42,1,1.0
159009,47,47,5,3.0
159009,48,48,126,105.0
159009,51,51,1,1.0
159009,53,53,2,2.0
159009,55,55,3,2.0
159009,58,999,576,415.0
159009,90,90,1,1.0
159009,99,99,576,415.0
159027,22,22,36,10.0
159027,58,999,36,10.0
159027,99,99,36,10.0
159197,22,22,127,61.0
159197,28,28,1,0.0
159197,58,999,128,61.0
159197,99,99,128,61.0
159328,22,22,18,11.0
159328,58,999,18,11.0
159328,99,99,18,11.0
159382,6,6,1,1.0
159382,9,9,1,1.0
159382,12,12,5,2.0
159382,13,13,2,0.0
159382,17,17,2,1.0
159382,22,22,352,236.0
159382,24,24,2,2.0
159382,26,26,1,1.0
159382,27,27,1,1.0
159382,28,28,1,1.0
159382,29,29,1,1.0
159382,32,32,1,1.0
159382,34,34,1,0.0
159382,35,35,1,0.0
159382,36,36,1,1.0
159382,37,37,2,1.0
159382,42,42,1,0.0
159382,47,47,1,1.0
159382,48,48,11,7.0
159382,51,51,1,0.0
159382,53,53,2,1.0
159382,55,55,1,0.0
159382,58,999,392,259.0
159382,90,90,5,4.0
159382,99,99,414,263.0
159391,5,5,39,35.0
159391,5,5,10,10.0
159391,5,5,23,18.0
159391,6,6,150,145.0
159391,8,8,28,27.0
159391,9,9,20,20.0
159391,10,10,5,4.0
159391,11,11,14,14.0
159391,12,12,223,213.0
159391,13,13,193,188.0
159391,15,15,4,4.0
159391,16,16,1,1.0
159391,17,17,119,114.0
159391,18,18,8,7.0
159391,19,19,3,3.0
159391,20,20,3,2.0
159391,21,21,12,11.0
159391,22,22,576,415.0
159391,23,23,2,2.0
159391,24,24,126,121.0
159391,25,25,57,55.0
159391,26,26,11,10.0
159391,27,27,12,12.0
159391,28,28,56,49.0
159391,29,29,24,22.0
159391,30,30,2,2.0
159391,31,31,2,2.0
159391,32,32,15,15.0
159391,33,33,5,5.0
159391,34,34,98,94.0
159391,35,35,1,1.0
159391,36,36,97,96.0
159391,37,37,66,62.0
159391,39,39,24,24.0
159391,40,40,7,4.0
159391,41,41,2,2.0
159391,42,42,67,64.0
159391,44,44,4,4.0
159391,45,45,27,23.0
159391,47,47,49,49.0
159391,48,48,576,415.0
159391,49,49,4,4.0
159391,50,50,5,5.0
159391,51,51,92,89.0
159391,53,53,8,7.0
159391,54,54,1,1.0
159391,55,55,14,13.0
159391,56,56,1,1.0
159391,57,57,2,2.0
159391,58,999,576,415.0
159391,72,72,3,3.0
159391,89,999,3,3.0
159391,90,90,81,69.0
159391,99,99,576,415.0
159407,5,5,3,2.0
159407,5,5,2,1.0
159407,5,5,3,0.0
159407,6,6,2,1.0
159407,9,9,1,0.0
159407,11,11,1,0.0
159407,12,12,3,1.0
159407,13,13,4,2.0
159407,15,15,1,1.0
159407,16,16,1,1.0
159407,22,22,576,415.0
159407,24,24,3,2.0
159407,25,25,2,2.0
159407,26,26,1,0.0
159407,28,28,3,0.0
159407,29,29,1,0.0
159407,36,36,1,1.0
159407,37,37,1,0.0
159407,39,39,1,1.0
159407,47,47,4,3.0
159407,48,48,11,10.0
159407,51,51,1,1.0
159407,58,999,576,415.0
159407,90,90,9,3.0
159407,99,99,576,415.0
159416,5,5,1,1.0
159416,6,6,2,2.0
159416,21,21,1,1.0
159416,22,22,274,254.0
159416,26,26,1,1.0
159416,27,27,1,0.0
159416,28,28,1,1.0
159416,41,41,1,0.0
159416,48,48,4,2.0
159416,51,51,2,0.0
159416,58,999,288,262.0
159416,90,90,18,10.0
159416,99,99,306,272.0
159513,22,22,30,25.0
159513,58,999,30,25.0
159513,99,99,30,25.0
159522,22,22,43,18.0
159522,58,999,43,18.0
159522,99,99,43,18.0
159531,22,22,7,5.0
159531,57,57,1,0.0
159531,58,999,8,5.0
159531,99,99,8,5.0
159568,5,5,2,2.0
159568,6,6,1,1.0
159568,17,17,1,0.0
159568,22,22,136,129.0
159568,23,23,1,1.0
159568,24,24,1,1.0
159568,28,28,1,1.0
159568,48,48,27,27.0
159568,49,49,1,1.0
159568,58,999,171,163.0
159568,72,72,1,1.0
159568,89,999,1,1.0
159568,90,90,5,2.0
159568,99,99,177,166.0
159601,22,22,20,14.0
159601,58,999,20,14.0
159601,99,99,20,14.0
159647,5,5,2,2.0
159647,5,5,35,35.0
159647,6,6,3,3.0
159647,12,12,4,3.0
159647,13,13,3,3.0
159647,15,15,1,1.0
159647,17,17,1,1.0
159647,22,22,576,415.0
159647,27,27,1,1.0
159647,28,28,10,10.0
159647,29,29,3,3.0
159647,34,34,1,1.0
159647,39,39,4,4.0
159647,42,42,2,2.0
159647,47,47,2,2.0
159647,48,48,117,115.0
159647,51,51,1,1.0
159647,54,54,1,1.0
159647,55,55,1,1.0
159647,58,999,576,415.0
159647,90,90,34,12.0
159647,99,99,576,415.0
159656,5,5,7,7.0
159656,5,5,2,2.0
159656,5,5,5,5.0
159656,6,6,31,29.0
159656,8,8,5,5.0
159656,9,9,9,6.0
159656,10,10,2,2.0
159656,11,11,1,0.0
159656,12,12,35,34.0
159656,13,13,27,24.0
159656,15,15,3,3.0
159656,17,17,20,19.0
159656,18,18,6,6.0
159656,21,21,1,1.0
159656,22,22,334,315.0
159656,23,23,1,1.0
159656,24,24,11,11.0
159656,25,25,9,8.0
159656,26,26,7,7.0
159656,27,27,7,6.0
159656,28,28,11,7.0
159656,29,29,19,19.0
159656,31,31,3,3.0
159656,32,32,3,3.0
159656,33,33,1,1.0
159656,34,34,10,8.0
159656,35,35,5,4.0
159656,36,36,25,23.0
159656,37,37,9,9.0
159656,39,39,7,7.0
159656,40,40,2,2.0
159656,41,41,8,8.0
159656,42,42,9,7.0
159656,44,44,1,1.0
159656,45,45,1,1.0
159656,46,46,1,0.0
159656,47,47,11,11.0
159656,48,48,64,57.0
159656,50,50,2,2.0
159656,51,51,9,7.0
159656,53,53,13,11.0
159656,55,55,5,5.0
159656,58,999,576,415.0
159656,72,72,18,18.0
159656,89,999,18,18.0
159656,90,90,35,28.0
159656,99,99,576,415.0
159717,6,6,1,1.0
159717,12,12,3,2.0
159717,13,13,2,2.0
159717,22,22,576,415.0
159717,28,28,2,2.0
159717,29,29,1,1.0
159717,37,37,1,1.0
159717,40,40,1,1.0
159717,47,47,1,1.0
159717,48,48,69,68.0
159717,53,53,1,1.0
159717,58,999,576,415.0
159717,90,90,84,43.0
159717,99,99,576,415.0
159939,5,5,4,4.0
159939,5,5,3,3.0
159939,5,5,1,1.0
159939,6,6,1,1.0
159939,8,8,2,2.0
159939,11,11,1,1.0
159939,12,12,3,3.0
159939,17,17,2,2.0
159939,18,18,2,2.0
159939,20,20,1,1.0
159939,22,22,576,415.0
159939,24,24,2,2.0
159939,25,25,2,2.0
159939,28,28,11,10.0
159939,29,29,2,2.0
159939,32,32,2,2.0
159939,34,34,2,2.0
159939,36,36,1,1.0
159939,37,37,2,2.0
159939,39,39,1,1.0
159939,40,40,1,1.0
159939,42,42,4,4.0
159939,44,44,1,1.0
159939,45,45,4,4.0
159939,47,47,2,2.0
159939,48,48,15,15.0
159939,50,50,1,1.0
159939,51,51,1,1.0
159939,53,53,3,3.0
159939,58,999,576,415.0
159939,90,90,24,22.0
159939,99,99,576,415.0
159948,5,5,5,0.0
159948,5,5,1,0.0
159948,6,6,1,0.0
159948,12,12,7,1.0
159948,13,13,9,0.0
159948,22,22,45,4.0
159948,28,28,26,0.0
159948,30,30,1,0.0
159948,46,46,1,0.0
159948,47,47,1,0.0
159948,48,48,6,3.0
159948,51,51,1,0.0
159948,58,999,104,8.0
159948,99,99,104,8.0
159966,5,5,3,3.0
159966,5,5,1,0.0
159966,5,5,1,1.0
159966,6,6,4,4.0
159966,8,8,1,1.0
159966,12,12,9,7.0
159966,13,13,2,2.0
159966,22,22,576,415.0
159966,24,24,2,2.0
159966,27,27,1,1.0
159966,28,28,4,4.0
159966,34,34,2,2.0
159966,36,36,1,1.0
159966,42,42,1,1.0
159966,47,47,1,0.0
159966,48,48,19,15.0
159966,54,54,1,1.0
159966,55,55,1,1.0
159966,58,999,576,415.0
159966,90,90,24,8.0
159966,99,99,576,415.0
159993,5,5,5,5.0
159993,5,5,1,1.0
159993,5,5,5,5.0
159993,6,6,2,2.0
159993,12,12,7,6.0
159993,13,13,1,1.0
159993,15,15,1,1.0
159993,20,20,1,1.0
159993,22,22,576,415.0
159993,24,24,1,1.0
159993,28,28,6,6.0
159993,29,29,2,2.0
159993,39,39,1,1.0
159993,44,44,1,1.0
159993,45,45,1,1.0
159993,47,47,2,2.0
159993,48,48,19,19.0
159993,51,51,3,3.0
159993,55,55,1,1.0
159993,58,999,576,415.0
159993,90,90,129,97.0
159993,99,99,576,415.0
160010,5,5,5,0.0
160010,22,22,192,93.0
160010,48,48,1,0.0
160010,57,57,5,2.0
160010,58,999,203,95.0
160010,99,99,203,95.0
160038,5,5,1,1.0
160038,6,6,1,0.0
160038,13,13,1,0.0
160038,22,22,576,415.0
160038,26,26,1,0.0
160038,48,48,11,8.0
160038,54,54,1,0.0
160038,57,57,5,1.0
160038,58,999,576,415.0
160038,99,99,576,415.0
160065,22,22,43,39.0
160065,28,28,1,1.0
160065,48,48,1,1.0
160065,58,999,45,41.0
160065,99,99,45,41.0
160074,22,22,72,59.0
160074,47,47,1,0.0
160074,58,999,73,59.0
160074,99,99,73,59.0
160117,22,22,24,9.0
160117,58,999,24,9.0
160117,99,99,24,9.0
160126,22,22,3,3.0
160126,58,999,3,3.0
160126,99,99,3,3.0
160199,22,22,5,2.0
160199,58,999,5,2.0
160199,99,99,5,2.0
160320,5,5,34,19.0
160320,5,5,1,1.0
160320,18,18,1,0.0
160320,21,21,1,1.0
160320,22,22,45,24.0
160320,28,28,3,3.0
160320,37,37,26,17.0
160320,38,38,1,1.0
160320,45,45,2,1.0
160320,48,48,52,29.0
160320,58,999,166,96.0
160320,99,99,194,96.0
160409,5,5,1,0.0
160409,12,12,1,0.0
160409,13,13,1,0.0
160409,22,22,6,4.0
160409,39,39,1,1.0
160409,47,47,1,0.0
160409,48,48,5,4.0
160409,58,999,16,9.0
160409,99,99,16,9.0
160472,12,12,31,6.0
160472,22,22,27,4.0
160472,58,999,58,10.0
160472,99,99,58,10.0
160481,12,12,1,0.0
160481,22,22,471,257.0
160481,48,48,1,0.0
160481,58,999,473,257.0
160481,99,99,474,257.0
160524,22,22,98,16.0
160524,48,48,1,0.0
160524,58,999,99,16.0
160524,99,99,99,16.0
160579,6,6,1,0.0
160579,22,22,576,386.0
160579,36,36,1,0.0
160579,48,48,5,2.0
160579,58,999,576,388.0
160579,90,90,8,2.0
160579,99,99,576,390.0
160597,22,22,2,0.0
160597,58,999,2,0.0
160597,99,99,3,0.0
160612,5,5,2,2.0
160612,6,6,2,2.0
160612,12,12,4,4.0
160612,13,13,2,2.0
160612,17,17,2,1.0
160612,19,19,1,1.0
160612,22,22,576,415.0
160612,24,24,1,1.0
160612,28,28,11,11.0
160612,36,36,1,1.0
160612,48,48,16,16.0
160612,51,51,1,1.0
160612,58,999,576,415.0
160612,78,78,1,1.0
160612,89,999,1,1.0
160612,90,90,40,15.0
160612,99,99,576,415.0
160621,5,5,20,20.0
160621,5,5,4,4.0
160621,5,5,8,8.0
160621,6,6,63,59.0
160621,8,8,1,1.0
160621,10,10,1,1.0
160621,11,11,5,5.0
160621,12,12,31,29.0
160621,13,13,58,58.0
160621,17,17,39,38.0
160621,18,18,6,5.0
160621,19,19,1,1.0
160621,22,22,576,415.0
160621,24,24,7,7.0
160621,26,26,9,9.0
160621,27,27,3,3.0
160621,28,28,38,37.0
160621,29,29,7,7.0
160621,32,32,6,5.0
160621,34,34,2,2.0
160621,36,36,6,6.0
160621,37,37,3,3.0
160621,38,38,1,1.0
160621,39,39,13,12.0
160621,40,40,2,1.0
160621,42,42,1,1.0
160621,45,45,4,3.0
160621,47,47,18,18.0
160621,48,48,184,181.0
160621,49,49,1,1.0
160621,51,51,2,2.0
160621,53,53,2,2.0
160621,55,55,3,3.0
160621,58,999,576,415.0
160621,90,90,4,3.0
160621,99,99,576,415.0
160630,5,5,2,2.0
160630,6,6,2,2.0
160630,13,13,3,1.0
160630,22,22,117,93.0
160630,24,24,1,1.0
160630,26,26,1,1.0
160630,27,27,1,1.0
160630,40,40,1,0.0
160630,42,42,1,1.0
160630,47,47,1,1.0
160630,48,48,1,0.0
160630,51,51,3,2.0
160630,58,999,134,105.0
160630,99,99,134,105.0
160649,5,5,2,0.0
160649,5,5,1,0.0
160649,6,6,1,0.0
160649,13,13,1,0.0
160649,17,17,2,0.0
160649,22,22,363,223.0
160649,27,27,1,0.0
160649,28,28,2,0.0
160649,39,39,1,0.0
160649,48,48,11,1.0
160649,51,51,2,0.0
160649,55,55,1,0.0
160649,58,999,388,224.0
160649,90,90,4,0.0
160649,99,99,392,224.0
160658,5,5,3,3.0
160658,5,5,2,2.0
160658,6,6,3,1.0
160658,8,8,2,2.0
160658,9,9,1,1.0
160658,12,12,3,3.0
160658,13,13,1,1.0
160658,17,17,3,3.0
160658,22,22,576,415.0
160658,24,24,1,1.0
160658,26,26,1,1.0
160658,28,28,4,4.0
160658,34,34,1,0.0
160658,36,36,1,1.0
160658,37,37,1,1.0
160658,42,42,1,1.0
160658,47,47,2,2.0
160658,48,48,53,48.0
160658,54,54,1,1.0
160658,58,999,576,415.0
160658,90,90,26,18.0
160658,99,99,576,415.0
160667,12,12,1,1.0
160667,22,22,512,364.0
160667,28,28,6,2.0
160667,36,36,1,0.0
160667,48,48,1,0.0
160667,58,999,521,367.0
160667,90,90,4,0.0
160667,99,99,525,367.0
160755,5,5,12,10.0
160755,5,5,10,9.0
160755,5,5,4,4.0
160755,6,6,258,246.0
160755,8,8,22,21.0
160755,9,9,62,60.0
160755,10,10,1,1.0
160755,11,11,11,10.0
160755,12,12,85,82.0
160755,13,13,56,54.0
160755,15,15,5,5.0
160755,16,16,2,2.0
160755,17,17,107,104.0
160755,18,18,6,6.0
160755,19,19,1,0.0
160755,20,20,5,5.0
160755,21,21,8,6.0
160755,22,22,163,149.0
160755,23,23,3,3.0
160755,24,24,62,59.0
160755,25,25,97,96.0
160755,26,26,12,12.0
160755,27,27,17,17.0
160755,28,28,8,8.0
160755,29,29,24,21.0
160755,31,31,2,2.0
160755,33,33,1,1.0
160755,34,34,133,130.0
160755,35,35,4,3.0
160755,36,36,202,193.0
160755,37,37,29,26.0
160755,39,39,23,23.0
160755,40,40,3,3.0
160755,41,41,6,5.0
160755,42,42,53,50.0
160755,44,44,9,9.0
160755,45,45,8,8.0
160755,47,47,36,35.0
160755,48,48,120,115.0
160755,49,49,3,2.0
160755,50,50,2,1.0
160755,51,51,44,44.0
160755,53,53,19,18.0
160755,55,55,11,11.0
160755,56,56,1,1.0
160755,57,57,19,16.0
160755,58,999,576,415.0
160755,72,72,6,6.0
160755,78,78,1,1.0
